mean,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33,run_34,run_35,run_36,run_37,run_38,run_39,run_40,run_41,run_42,run_43,run_44,run_45,run_46,run_47,run_48,run_49
1.008820999999999799e+02,1.014149999999999920e+02,1.001850000000000023e+02,1.005499999999999972e+02,1.005799999999999983e+02,1.009099999999999966e+02,1.005999999999999943e+02,1.013650000000000091e+02,1.012400000000000091e+02,1.011949999999999932e+02,1.010999999999999943e+02,1.005349999999999966e+02,1.009500000000000028e+02,1.012700000000000102e+02,1.008350000000000080e+02,1.007750000000000057e+02,1.014650000000000034e+02,1.011400000000000006e+02,1.012500000000000000e+02,1.009500000000000028e+02,1.004900000000000091e+02,1.005999999999999943e+02,1.006299999999999955e+02,1.003199999999999932e+02,1.014699999999999989e+02,1.011400000000000006e+02,1.003449999999999989e+02,1.013250000000000028e+02,1.014350000000000023e+02,1.009000000000000057e+02,1.011299999999999955e+02,1.005550000000000068e+02,1.009499999999999886e+02,1.006500000000000057e+02,1.008149999999999977e+02,1.005550000000000068e+02,1.012100000000000080e+02,1.011949999999999932e+02,1.013549999999999898e+02,1.003900000000000006e+02,1.004950000000000045e+02,1.002150000000000034e+02,1.013350000000000080e+02,1.004899999999999949e+02,1.011550000000000011e+02,1.007099999999999937e+02,1.011899999999999977e+02,1.000049999999999955e+02,1.011149999999999949e+02,1.003599999999999994e+02,1.012650000000000006e+02
1.008655000000000257e+02,1.012199999999999989e+02,1.007050000000000125e+02,1.007400000000000091e+02,1.004000000000000057e+02,1.010099999999999909e+02,1.004600000000000080e+02,1.014849999999999994e+02,1.007399999999999949e+02,1.008900000000000006e+02,1.010399999999999920e+02,1.006899999999999977e+02,1.006299999999999955e+02,1.017349999999999994e+02,1.010600000000000023e+02,1.009899999999999949e+02,1.014050000000000011e+02,1.006800000000000068e+02,1.014499999999999886e+02,1.014950000000000045e+02,1.006999999999999886e+02,1.011400000000000006e+02,1.009300000000000068e+02,1.006450000000000102e+02,1.018599999999999994e+02,1.012800000000000011e+02,1.002800000000000011e+02,1.005550000000000068e+02,1.012150000000000034e+02,1.009249999999999972e+02,1.010600000000000023e+02,1.007000000000000028e+02,1.009549999999999983e+02,1.008350000000000080e+02,1.003599999999999994e+02,1.000949999999999989e+02,1.014449999999999932e+02,1.011700000000000017e+02,1.017900000000000063e+02,1.006450000000000102e+02,1.002800000000000011e+02,1.003199999999999932e+02,1.011049999999999898e+02,1.004099999999999966e+02,9.985499999999998977e+01,1.010150000000000006e+02,1.011400000000000006e+02,9.926000000000000512e+01,1.011749999999999972e+02,1.003700000000000045e+02,1.009350000000000023e+02
1.008133999999999872e+02,1.010600000000000023e+02,1.006649999999999920e+02,1.004900000000000091e+02,1.002599999999999909e+02,1.008799999999999955e+02,1.004399999999999977e+02,1.011349999999999909e+02,1.011949999999999932e+02,1.007150000000000034e+02,9.995000000000000284e+01,1.002750000000000057e+02,1.005649999999999977e+02,1.015649999999999977e+02,1.005300000000000011e+02,1.006699999999999875e+02,1.021200000000000045e+02,1.007349999999999994e+02,1.013799999999999955e+02,1.010499999999999972e+02,1.011449999999999960e+02,1.012849999999999966e+02,1.013649999999999949e+02,1.013199999999999932e+02,1.016949999999999932e+02,1.017199999999999989e+02,1.004249999999999972e+02,1.004599999999999937e+02,1.011449999999999960e+02,1.010049999999999955e+02,1.010850000000000080e+02,1.011800000000000068e+02,1.006250000000000000e+02,1.005600000000000023e+02,1.006049999999999898e+02,9.998499999999999943e+01,1.014699999999999989e+02,1.009900000000000091e+02,1.017650000000000006e+02,1.005750000000000028e+02,9.991499999999999204e+01,1.004399999999999977e+02,1.014449999999999932e+02,9.986499999999999488e+01,9.943500000000000227e+01,1.006700000000000017e+02,1.014449999999999932e+02,9.906000000000000227e+01,1.012100000000000080e+02,1.007299999999999898e+02,1.003700000000000045e+02
1.008697999999999837e+02,1.008900000000000006e+02,1.002950000000000017e+02,1.003599999999999994e+02,1.005349999999999966e+02,1.010649999999999977e+02,1.002750000000000057e+02,1.008449999999999989e+02,1.014300000000000068e+02,1.009749999999999943e+02,1.007199999999999989e+02,1.002150000000000034e+02,1.009249999999999972e+02,1.011200000000000045e+02,1.006899999999999977e+02,1.010799999999999983e+02,1.020799999999999983e+02,1.013249999999999886e+02,1.014849999999999994e+02,1.013400000000000034e+02,1.011299999999999955e+02,1.010600000000000023e+02,1.015449999999999875e+02,1.013400000000000034e+02,1.019800000000000040e+02,1.017450000000000045e+02,9.990500000000000114e+01,1.003449999999999989e+02,1.010750000000000028e+02,1.009000000000000057e+02,1.008900000000000006e+02,1.013100000000000023e+02,1.006850000000000023e+02,1.005349999999999966e+02,1.009849999999999994e+02,9.987999999999999545e+01,1.015199999999999960e+02,1.007199999999999989e+02,1.022549999999999955e+02,1.016599999999999966e+02,9.959999999999999432e+01,1.006299999999999955e+02,1.013700000000000045e+02,9.968500000000000227e+01,9.955500000000000682e+01,1.009399999999999977e+02,1.011400000000000006e+02,9.923000000000000398e+01,1.012450000000000045e+02,1.004800000000000040e+02,1.005000000000000000e+02
1.008536000000000001e+02,1.008199999999999932e+02,1.006150000000000091e+02,1.000900000000000034e+02,1.003149999999999977e+02,1.011349999999999909e+02,9.985500000000000398e+01,1.010300000000000011e+02,1.013849999999999909e+02,1.008400000000000034e+02,1.002300000000000040e+02,1.000949999999999989e+02,1.005000000000000000e+02,1.007700000000000102e+02,1.004350000000000023e+02,1.011750000000000114e+02,1.016200000000000045e+02,1.018550000000000040e+02,1.017500000000000000e+02,1.011899999999999977e+02,1.010799999999999983e+02,1.009549999999999983e+02,1.013900000000000006e+02,1.014900000000000091e+02,1.023100000000000023e+02,1.016250000000000000e+02,9.944499999999999318e+01,1.000049999999999955e+02,1.014699999999999989e+02,1.010200000000000102e+02,1.011299999999999955e+02,1.012100000000000080e+02,1.006800000000000068e+02,1.012650000000000006e+02,1.004350000000000023e+02,1.002400000000000091e+02,1.015300000000000011e+02,1.004399999999999977e+02,1.024050000000000011e+02,1.015399999999999920e+02,1.002349999999999994e+02,1.001250000000000000e+02,1.017099999999999937e+02,9.990999999999999659e+01,1.001349999999999909e+02,1.009399999999999977e+02,1.010999999999999943e+02,9.906999999999999318e+01,1.013400000000000034e+02,1.000550000000000068e+02,1.006899999999999977e+02
1.008237999999999772e+02,1.005949999999999989e+02,1.004699999999999989e+02,9.931999999999999318e+01,1.003750000000000000e+02,1.013750000000000000e+02,9.977500000000000568e+01,1.009900000000000091e+02,1.016599999999999966e+02,1.004699999999999989e+02,1.004249999999999972e+02,9.953000000000000114e+01,1.006800000000000068e+02,1.003100000000000023e+02,1.011599999999999966e+02,1.017849999999999966e+02,1.019500000000000028e+02,1.022500000000000000e+02,1.017249999999999943e+02,1.006500000000000057e+02,1.010900000000000034e+02,1.007750000000000057e+02,1.018650000000000091e+02,1.015750000000000028e+02,1.024650000000000034e+02,1.015600000000000023e+02,9.947999999999998977e+01,9.996000000000000796e+01,1.017000000000000028e+02,1.005300000000000011e+02,1.013350000000000080e+02,1.010949999999999989e+02,1.008400000000000034e+02,1.010300000000000011e+02,1.001800000000000068e+02,1.003299999999999983e+02,1.012399999999999949e+02,9.998999999999999488e+01,1.020550000000000068e+02,1.019650000000000034e+02,1.006800000000000068e+02,9.982999999999999829e+01,1.011949999999999932e+02,1.000300000000000011e+02,1.001800000000000068e+02,1.016550000000000011e+02,1.005649999999999977e+02,9.876500000000000057e+01,1.012199999999999989e+02,1.001550000000000011e+02,1.003599999999999994e+02
1.008170000000000073e+02,1.008700000000000045e+02,1.007249999999999943e+02,9.993500000000000227e+01,9.953999999999999204e+01,1.013449999999999989e+02,9.976500000000000057e+01,1.009399999999999977e+02,1.014149999999999920e+02,1.008199999999999932e+02,1.004149999999999920e+02,9.968000000000000682e+01,1.009099999999999966e+02,9.987000000000000455e+01,1.013650000000000091e+02,1.009449999999999932e+02,1.018199999999999932e+02,1.021200000000000045e+02,1.016299999999999955e+02,1.004500000000000028e+02,1.013950000000000102e+02,1.004300000000000068e+02,1.019500000000000028e+02,1.012249999999999943e+02,1.023100000000000023e+02,1.010900000000000034e+02,9.937000000000000455e+01,9.966999999999998749e+01,1.015900000000000034e+02,1.007299999999999898e+02,1.011299999999999955e+02,1.012300000000000040e+02,1.010349999999999966e+02,1.015999999999999943e+02,1.000649999999999977e+02,1.005049999999999955e+02,1.006949999999999932e+02,1.010000000000000000e+02,1.023499999999999943e+02,1.020300000000000011e+02,1.005449999999999875e+02,9.964499999999999602e+01,1.010550000000000068e+02,1.001500000000000057e+02,1.003050000000000068e+02,1.015799999999999983e+02,1.004800000000000040e+02,9.907500000000000284e+01,1.009699999999999989e+02,1.003900000000000006e+02,1.006949999999999932e+02
1.008737000000000137e+02,1.009900000000000091e+02,1.003949999999999960e+02,9.942000000000000171e+01,9.958500000000000796e+01,1.010100000000000051e+02,1.000300000000000011e+02,1.011500000000000057e+02,1.012500000000000000e+02,1.008549999999999898e+02,1.006200000000000045e+02,9.978000000000000114e+01,1.005550000000000068e+02,9.960999999999999943e+01,1.005800000000000125e+02,1.006949999999999932e+02,1.023900000000000006e+02,1.023250000000000028e+02,1.015850000000000080e+02,1.007549999999999955e+02,1.024749999999999943e+02,1.000450000000000017e+02,1.022249999999999943e+02,1.016649999999999920e+02,1.022500000000000000e+02,1.014300000000000068e+02,9.950000000000000000e+01,9.973499999999999943e+01,1.010499999999999972e+02,1.005799999999999983e+02,1.011450000000000102e+02,1.011750000000000114e+02,1.009749999999999943e+02,1.023199999999999932e+02,9.984000000000000341e+01,1.005250000000000057e+02,1.008299999999999983e+02,1.008199999999999932e+02,1.025900000000000034e+02,1.019200000000000017e+02,1.006850000000000023e+02,1.001550000000000011e+02,1.012699999999999960e+02,9.953999999999999204e+01,1.015200000000000102e+02,1.020800000000000125e+02,1.005550000000000068e+02,9.897999999999998977e+01,1.015099999999999909e+02,1.002349999999999994e+02,1.004799999999999898e+02
1.008241000000000014e+02,1.008599999999999994e+02,1.002450000000000045e+02,9.871000000000000796e+01,9.923000000000000398e+01,1.007500000000000000e+02,9.975499999999999545e+01,1.002999999999999972e+02,1.009399999999999977e+02,1.011149999999999949e+02,1.003299999999999983e+02,1.001850000000000023e+02,1.011299999999999955e+02,9.965500000000000114e+01,1.002899999999999920e+02,1.004899999999999949e+02,1.019799999999999898e+02,1.023199999999999932e+02,1.010199999999999960e+02,1.001749999999999972e+02,1.023550000000000040e+02,9.995499999999999829e+01,1.022999999999999972e+02,1.018100000000000023e+02,1.029300000000000068e+02,1.016999999999999886e+02,9.896500000000000341e+01,9.981000000000000227e+01,1.006599999999999966e+02,1.008149999999999977e+02,1.012750000000000057e+02,1.014699999999999989e+02,1.017150000000000034e+02,1.030399999999999920e+02,9.964000000000000057e+01,1.016700000000000017e+02,1.002750000000000057e+02,1.002049999999999983e+02,1.027450000000000045e+02,1.019300000000000068e+02,1.010049999999999955e+02,1.000850000000000080e+02,1.014300000000000068e+02,9.921000000000000796e+01,1.015200000000000102e+02,1.016049999999999898e+02,1.008650000000000091e+02,9.884999999999999432e+01,1.015799999999999983e+02,9.971999999999999886e+01,1.005900000000000034e+02
1.007195000000000107e+02,9.978999999999999204e+01,9.976499999999998636e+01,9.854500000000000171e+01,9.953999999999999204e+01,1.008299999999999983e+02,9.995999999999999375e+01,1.002349999999999994e+02,1.013499999999999943e+02,1.006550000000000011e+02,1.007699999999999960e+02,1.001649999999999920e+02,1.017400000000000091e+02,9.909999999999999432e+01,1.003499999999999943e+02,1.002700000000000102e+02,1.022199999999999989e+02,1.022650000000000006e+02,1.008700000000000045e+02,9.992500000000001137e+01,1.024250000000000114e+02,9.977500000000000568e+01,1.022400000000000091e+02,1.022549999999999955e+02,1.029849999999999994e+02,1.010999999999999943e+02,9.859499999999999886e+01,9.970999999999999375e+01,1.011599999999999966e+02,1.004849999999999994e+02,1.014549999999999983e+02,1.007400000000000091e+02,1.016250000000000000e+02,1.030949999999999989e+02,1.000100000000000051e+02,1.016099999999999994e+02,1.003149999999999977e+02,9.960500000000000398e+01,1.024050000000000011e+02,1.012750000000000057e+02,1.010200000000000102e+02,9.974000000000000909e+01,1.014650000000000034e+02,9.909499999999999886e+01,1.014050000000000011e+02,1.013599999999999994e+02,1.006599999999999966e+02,9.917500000000001137e+01,1.013849999999999909e+02,9.903000000000000114e+01,1.004300000000000068e+02
